idA,idB,distance,type
1,72,0.04244803614416449,inter
2,71,0.03187163327343877,inter
3,84,0.04224416383499221,inter
4,67,0.05385298332008049,inter
5,52,0.03128393505359818,inter
6,75,0.04324577079364903,inter
7,54,0.03263164635678907,inter
8,71,0.027986611442255147,inter
9,56,0.029679975309673142,inter
10,65,0.03811822730359863,inter
11,58,0.026548030800124446,inter
12,57,0.030024422270089477,inter
13,72,0.04384704936193739,inter
14,75,0.05362565542381924,inter
15,62,0.02331881771860848,inter
16,61,0.033466759320201885,inter
17,2,0.03283735013871653,inter
18,63,0.034565549723686584,inter
19,66,0.026720689782701548,inter
20,65,0.03156706886981916,inter
21,87,0.03503906654846393,inter
22,28,0.054208757735427944,inter
1,2,0.09154222060121721,intra
1,3,0.04389065266382821,intra
1,4,0.08609295285476158,intra
1,5,0.03515652715811398,intra
1,6,0.09005808383666623,intra
1,7,0.030326554197662267,intra
1,8,0.09611437503900853,intra
1,9,0.04347177188184903,intra
1,10,0.08426634882594564,intra
1,11,0.039015749280622083,intra
1,12,0.09252113574874575,intra
1,13,0.04263916963258988,intra
1,14,0.10177051929560432,intra
1,15,0.05343241206215324,intra
1,16,0.11260284362426179,intra
1,17,0.057903961275641215,intra
1,18,0.10426807673800927,intra
1,19,0.03715036448800003,intra
1,20,0.09121420073867761,intra
1,21,0.03275829361509684,intra
1,22,0.09409022351694112,intra
1,23,0.0431749368231518,intra
1,24,0.1003080959235564,intra
1,25,0.04070385519421721,intra
1,26,0.09437274624045482,intra
1,27,0.03481309464271185,intra
1,28,0.09324960104485529,intra
1,29,0.03698555609743821,intra
1,30,0.10684534780671953,intra
1,31,0.08789331760571012,intra
1,32,0.09296559068764758,intra
1,33,0.039354510610980574,intra
1,34,0.0875935182154831,intra
1,35,0.045405532768214296,intra
1,36,0.09503383639850009,intra
1,37,0.0362997582963747,intra
1,38,0.09358991568306736,intra
1,39,0.04147289434895624,intra
1,40,0.10628982286642892,intra
1,41,0.033919893753445875,intra
1,42,0.09300669953098609,intra
1,43,0.037374101080108316,intra
1,44,0.08848748828416494,intra
1,45,0.05376418354239035,intra
1,46,0.10483910328036872,intra
1,47,0.035400944138487433,intra
1,48,0.09958350398037391,intra
1,49,0.05933131963291571,intra
1,50,0.12015961865842356,intra
1,51,0.04288446670234843,intra
1,52,0.09267078582297915,intra
1,53,0.036901728152630195,intra
1,54,0.09698138663455073,intra
1,55,0.02789780440472066,intra
1,56,0.09576345582428222,intra
1,57,0.043156305655605645,intra
1,58,0.09576804920822603,intra
1,59,0.04265791824510001,intra
1,60,0.10467662414240196,intra
1,61,0.050830955428575034,intra
1,62,0.10048040150860366,intra
1,63,0.03024597171979504,intra
1,64,0.086224483391954,intra
1,65,0.03988582237870219,intra
1,66,0.09068338366828622,intra
1,67,0.060230868053332026,intra
1,68,0.10856164009290874,intra
1,69,0.03135182343630239,intra
1,70,0.08999718461732123,intra
1,71,0.04049419645401165,intra
1,72,0.1012746032366168,intra
1,73,0.036131810745451055,intra
1,74,0.0971967223437108,intra
1,75,0.04720370103156441,intra
1,76,0.08878638148649065,intra
1,77,0.04929626790684393,intra
1,78,0.10464937005036308,intra
1,79,0.024517075800495815,intra
1,80,0.0963247198056489,intra
1,81,0.05496037125339451,intra
1,82,0.09231917201072812,intra
1,83,0.05951812960502921,intra
1,84,0.10795520934066631,intra
1,85,0.052681921974991344,intra
1,86,0.1192443564539378,intra
1,87,0.05010494708791356,intra
1,88,0.11062144547916242,intra
2,3,0.10087887048272944,intra
2,4,0.06585015146946933,intra
2,5,0.09349815197408522,intra
2,6,0.04054634423402313,intra
2,7,0.08715549379507662,intra
2,8,0.06084390724865856,intra
2,9,0.0945071074161586,intra
2,10,0.03597147111164982,intra
2,11,0.08750577018254246,intra
2,12,0.0430807963771835,intra
2,13,0.07868538227835149,intra
2,14,0.04627147233886008,intra
2,15,0.08092388258643596,intra
2,16,0.0480418154629154,intra
2,17,0.08658407153141769,intra
2,18,0.04018226099011896,intra
2,19,0.09709257738616414,intra
2,20,0.03543438546874979,intra
2,21,0.10584711947274093,intra
2,22,0.05000337305977911,intra
2,23,0.09130115116083676,intra
2,24,0.04171873377314643,intra
2,25,0.09492001519321634,intra
2,26,0.04552763079007224,intra
2,27,0.08264252064720949,intra
2,28,0.038479590691644555,intra
2,29,0.07459880308182051,intra
2,30,0.059980991369578456,intra
2,31,0.1150616044614558,intra
2,32,0.04999653774045342,intra
2,33,0.09065917351387642,intra
2,34,0.037448286646056005,intra
2,35,0.06947718157424658,intra
2,36,0.05232363540634455,intra
2,37,0.07565814092090224,intra
2,38,0.054674917452508576,intra
2,39,0.07977717637607427,intra
2,40,0.048216372611404844,intra
2,41,0.10061341032959238,intra
2,42,0.048042448245961517,intra
2,43,0.089767469406678,intra
2,44,0.03508542703085089,intra
2,45,0.0909220371248911,intra
2,46,0.05373133418850252,intra
2,47,0.08302330966603132,intra
2,48,0.03355787239506931,intra
2,49,0.07045269282197124,intra
2,50,0.08457401707658821,intra
2,51,0.09359177804635178,intra
2,52,0.06301556027459637,intra
2,53,0.08673727247721222,intra
2,54,0.03207421145599905,intra
2,55,0.0923341550978031,intra
2,56,0.043815787403113406,intra
2,57,0.08574452337667415,intra
2,58,0.03409747036063876,intra
2,59,0.07940780488874667,intra
2,60,0.044636001765892754,intra
2,61,0.08816153165711764,intra
2,62,0.05108580293568532,intra
2,63,0.0766750282550116,intra
2,64,0.0360345885102152,intra
2,65,0.08355535150492666,intra
2,66,0.045578622143659146,intra
2,67,0.07263703620068068,intra
2,68,0.0762933981571574,intra
2,69,0.08781956769210482,intra
2,70,0.03269337560087818,intra
2,71,0.0970281014798134,intra
2,72,0.04860875569383252,intra
2,73,0.09034551447550049,intra
2,74,0.037839850919817876,intra
2,75,0.10023213421994212,intra
2,76,0.04219451813848008,intra
2,77,0.0905147332343719,intra
2,78,0.05215213388809534,intra
2,79,0.09389261745991263,intra
2,80,0.038719292555257565,intra
2,81,0.12067369592057894,intra
2,82,0.038621171084814325,intra
2,83,0.08373161457202462,intra
2,84,0.0503264293144984,intra
2,85,0.06340976513589831,intra
2,86,0.059165073373302665,intra
2,87,0.07653575864443798,intra
2,88,0.06335003442667617,intra
3,4,0.07576127232678777,intra
3,5,0.03845813585077271,intra
3,6,0.0960989360213124,intra
3,7,0.03883258630987987,intra
3,8,0.08865769288083054,intra
3,9,0.04544527499120731,intra
3,10,0.08653180972678204,intra
3,11,0.05021212272627027,intra
3,12,0.09393076668987471,intra
3,13,0.05976034531726108,intra
3,14,0.10354359103287185,intra
3,15,0.06977227127101612,intra
3,16,0.11350580309296848,intra
3,17,0.05948772209012478,intra
3,18,0.1072925520210914,intra
3,19,0.04682726442171185,intra
3,20,0.09372029809626761,intra
3,21,0.04645942596993026,intra
3,22,0.09207283274677047,intra
3,23,0.06015780954401965,intra
3,24,0.1068664273900989,intra
3,25,0.04141940287794258,intra
3,26,0.09530505996362348,intra
3,27,0.04267649094220846,intra
3,28,0.09464038245560294,intra
3,29,0.04856365915126667,intra
3,30,0.10164651186042156,intra
3,31,0.09766923066620628,intra
3,32,0.09425478255064496,intra
3,33,0.05165683805024708,intra
3,34,0.09434231141575174,intra
3,35,0.0595090328550147,intra
3,36,0.09853316704219069,intra
3,37,0.047681636219665015,intra
3,38,0.0927982507647285,intra
3,39,0.05044338043402105,intra
3,40,0.1078265447829076,intra
3,41,0.043953461849225856,intra
3,42,0.08947440200543984,intra
3,43,0.05084110118540281,intra
3,44,0.09267362099914278,intra
3,45,0.05398949598646114,intra
3,46,0.11298975877709326,intra
3,47,0.046321555760963466,intra
3,48,0.10474431118418029,intra
3,49,0.07242887125622437,intra
3,50,0.12705362263115835,intra
3,51,0.04488171992982624,intra
3,52,0.09573621141673903,intra
3,53,0.04320413067038053,intra
3,54,0.10364188985496044,intra
3,55,0.04282428417386329,intra
3,56,0.10193943276604678,intra
3,57,0.03898256168545319,intra
3,58,0.10053701085270059,intra
3,59,0.06419977927539919,intra
3,60,0.10830159375478295,intra
3,61,0.046991966642232076,intra
3,62,0.09803228518629027,intra
3,63,0.049516119253389244,intra
3,64,0.08774811436102911,intra
3,65,0.03990531801512725,intra
3,66,0.09314480079282413,intra
3,67,0.06680083054368709,intra
3,68,0.11152240870127315,intra
3,69,0.04639667853857462,intra
3,70,0.0951513063966534,intra
3,71,0.044834978225877266,intra
3,72,0.10943358449468817,intra
3,73,0.03856150249142658,intra
3,74,0.09879763088741661,intra
3,75,0.04604585858552311,intra
3,76,0.08856501107482938,intra
3,77,0.04774631977490627,intra
3,78,0.10805933356652904,intra
3,79,0.03869164403187195,intra
3,80,0.1028586790340202,intra
3,81,0.054340453704553024,intra
3,82,0.09266540281081877,intra
3,83,0.07079724006394736,intra
3,84,0.1125451105441282,intra
3,85,0.0656343379050686,intra
3,86,0.12134470232705351,intra
3,87,0.05084971446850988,intra
3,88,0.1040906108018536,intra
4,5,0.07896305812944351,intra
4,6,0.05652962464683682,intra
4,7,0.07713595455990499,intra
4,8,0.05084249436418597,intra
4,9,0.08402454372613641,intra
4,10,0.05147363651630335,intra
4,11,0.08193048195507918,intra
4,12,0.06044424815867731,intra
4,13,0.07739047471013963,intra
4,14,0.05785861662089654,intra
4,15,0.087872357104022,intra
4,16,0.07331195580404044,intra
4,17,0.08499289543196425,intra
4,18,0.05950657645443673,intra
4,19,0.08982424439496206,intra
4,20,0.05155888762279178,intra
4,21,0.09795973882413504,intra
4,22,0.061386031921102,intra
4,23,0.08748793726656683,intra
4,24,0.06910741412876692,intra
4,25,0.08179360674010247,intra
4,26,0.05183219030192337,intra
4,27,0.07490401108979598,intra
4,28,0.0547623496056772,intra
4,29,0.07400788311317245,intra
4,30,0.06435344244133008,intra
4,31,0.11750695378270018,intra
4,32,0.05346546446408854,intra
4,33,0.08612263806553058,intra
4,34,0.05807119683389954,intra
4,35,0.07064762742230114,intra
4,36,0.059868479229034724,intra
4,37,0.07910979868116118,intra
4,38,0.06054136536946566,intra
4,39,0.07327089359778732,intra
4,40,0.06973072252508532,intra
4,41,0.08844189170967255,intra
4,42,0.04748207089045085,intra
4,43,0.08295253752948674,intra
4,44,0.04750648749615729,intra
4,45,0.07865513258026731,intra
4,46,0.07605242014974728,intra
4,47,0.07405614414994063,intra
4,48,0.056712402634660486,intra
4,49,0.08175904889979806,intra
4,50,0.1066769973566693,intra
4,51,0.08336298807795944,intra
4,52,0.07490687005893856,intra
4,53,0.07637966267513831,intra
4,54,0.06211463422236849,intra
4,55,0.08537731522438645,intra
4,56,0.06423702366601443,intra
4,57,0.07201640388448553,intra
4,58,0.05852501264262512,intra
4,59,0.0857560799763849,intra
4,60,0.06418517386466362,intra
4,61,0.0849005002041362,intra
4,62,0.06470348855340917,intra
4,63,0.07938517850217233,intra
4,64,0.05816217091220535,intra
4,65,0.0743258076592133,intra
4,66,0.060147898067417604,intra
4,67,0.07869067378272669,intra
4,68,0.08451855254238058,intra
4,69,0.0818571339706658,intra
4,70,0.05415047813467879,intra
4,71,0.09085041723710753,intra
4,72,0.08208134156586512,intra
4,73,0.0759662791428698,intra
4,74,0.056101316300897784,intra
4,75,0.08667838850905997,intra
4,76,0.04596421253786042,intra
4,77,0.07886505274602905,intra
4,78,0.06509655442819651,intra
4,79,0.0823936153967671,intra
4,80,0.0590264693302705,intra
4,81,0.10501437724812977,intra
4,82,0.045682634537711646,intra
4,83,0.09052717953807957,intra
4,84,0.07980112056706826,intra
4,85,0.06926847640711238,intra
4,86,0.08326012969275692,intra
4,87,0.06953695266941566,intra
4,88,0.05595640022465416,intra
5,6,0.08827166563627895,intra
5,7,0.023414151338342584,intra
5,8,0.09196223993786873,intra
5,9,0.04103164966969175,intra
5,10,0.08013058470838702,intra
5,11,0.03672979391901678,intra
5,12,0.09236426729975263,intra
5,13,0.04368358514402663,intra
5,14,0.1042828436123315,intra
5,15,0.06032195815155501,intra
5,16,0.11270625785798329,intra
5,17,0.05380083752146909,intra
5,18,0.1054935573230309,intra
5,19,0.027514221012916847,intra
5,20,0.08894698509576623,intra
5,21,0.039485397043208276,intra
5,22,0.08968099785931141,intra
5,23,0.038198969333831156,intra
5,24,0.09945394801490216,intra
5,25,0.030436902204881464,intra
5,26,0.09336881446646746,intra
5,27,0.0296822328958638,intra
5,28,0.09223683128853197,intra
5,29,0.03291531898461205,intra
5,30,0.10135751104669803,intra
5,31,0.0872439763913071,intra
5,32,0.09189564549528265,intra
5,33,0.05555533373567867,intra
5,34,0.08822909895186754,intra
5,35,0.0458215384896576,intra
5,36,0.09835141715587382,intra
5,37,0.04571730071271505,intra
5,38,0.09441679185332963,intra
5,39,0.040829964637704094,intra
5,40,0.10489788452925873,intra
5,41,0.03882319153823355,intra
5,42,0.08978777131879445,intra
5,43,0.04726754902937357,intra
5,44,0.08756191302902354,intra
5,45,0.0418059002816568,intra
5,46,0.10328853445469861,intra
5,47,0.030617882879735152,intra
5,48,0.09897095511212181,intra
5,49,0.06022812232073715,intra
5,50,0.12274531919600735,intra
5,51,0.04270162191247652,intra
5,52,0.09697842917475026,intra
5,53,0.03239182859025378,intra
5,54,0.09746238093545306,intra
5,55,0.027605414684167905,intra
5,56,0.09437901259097937,intra
5,57,0.030976789915076446,intra
5,58,0.094381029389411,intra
5,59,0.045623948222358754,intra
5,60,0.10568489503177103,intra
5,61,0.0426682566056482,intra
5,62,0.09324102990898146,intra
5,63,0.036943105869891746,intra
5,64,0.0837461542234792,intra
5,65,0.039152569879922765,intra
5,66,0.08801573177234924,intra
5,67,0.0636358326713379,intra
5,68,0.1080210273300926,intra
5,69,0.030248717772178715,intra
5,70,0.08619962141591768,intra
5,71,0.03436544078120008,intra
5,72,0.0984195208138196,intra
5,73,0.024266285796218624,intra
5,74,0.0940953282655496,intra
5,75,0.04644826951099869,intra
5,76,0.08543430572389153,intra
5,77,0.0432670244993559,intra
5,78,0.10085985404682898,intra
5,79,0.02632240185392485,intra
5,80,0.09274135212356398,intra
5,81,0.06163086706456634,intra
5,82,0.08907030969375741,intra
5,83,0.062173115741161945,intra
5,84,0.10965844199359225,intra
5,85,0.055318076278101175,intra
5,86,0.11967070244768331,intra
5,87,0.03946006976189029,intra
5,88,0.10563051747498872,intra
6,7,0.08558956371851136,intra
6,8,0.06697140682560736,intra
6,9,0.09168855963200395,intra
6,10,0.04543692134934893,intra
6,11,0.08965116945341398,intra
6,12,0.054726730362607445,intra
6,13,0.07889551888085973,intra
6,14,0.05544879835228807,intra
6,15,0.08742832325674371,intra
6,16,0.060695470997358066,intra
6,17,0.09011863330224462,intra
6,18,0.0497005358205388,intra
6,19,0.0959901003944432,intra
6,20,0.037895574913523085,intra
6,21,0.1054301635684247,intra
6,22,0.05418622784230436,intra
6,23,0.08557690718663995,intra
6,24,0.037686420700464573,intra
6,25,0.09224106015564228,intra
6,26,0.038003395077464135,intra
6,27,0.08187478715990841,intra
6,28,0.044134029286724004,intra
6,29,0.0763125498729373,intra
6,30,0.06453998830145845,intra
6,31,0.11452677727962647,intra
6,32,0.045215910760557705,intra
6,33,0.09005640511377133,intra
6,34,0.042236670405078273,intra
6,35,0.0705600786916174,intra
6,36,0.057865635755085035,intra
6,37,0.08199853060124541,intra
6,38,0.06615186393948094,intra
6,39,0.07874176558087469,intra
6,40,0.06100675467717253,intra
6,41,0.09746811648786768,intra
6,42,0.054244076273708065,intra
6,43,0.08556815597836967,intra
6,44,0.029250743319793344,intra
6,45,0.08480674506571041,intra
6,46,0.04286011288535538,intra
6,47,0.0806183783893546,intra
6,48,0.031996292949670865,intra
6,49,0.0774687584367261,intra
6,50,0.08881956061039528,intra
6,51,0.09045850155160906,intra
6,52,0.062381797541177945,intra
6,53,0.08322376868270803,intra
6,54,0.028934106266714443,intra
6,55,0.08976048206620403,intra
6,56,0.037818232824572265,intra
6,57,0.08119302827016725,intra
6,58,0.03343215076867048,intra
6,59,0.07889195897126113,intra
6,60,0.04513254159152508,intra
6,61,0.08870178128986299,intra
6,62,0.0528525165576547,intra
6,63,0.08078023899449908,intra
6,64,0.053270149301655516,intra
6,65,0.0812931232123475,intra
6,66,0.04183537819077218,intra
6,67,0.08119841580866434,intra
6,68,0.08472225028186324,intra
6,69,0.083964427795635,intra
6,70,0.029678771077030396,intra
6,71,0.09598264577536979,intra
6,72,0.04704355874956023,intra
6,73,0.08485089783607412,intra
6,74,0.03303608709743115,intra
6,75,0.09806057722578092,intra
6,76,0.04745253277378446,intra
6,77,0.08433305678625064,intra
6,78,0.03858103132332436,intra
6,79,0.08921239591231032,intra
6,80,0.02717253479121503,intra
6,81,0.11793206930201793,intra
6,82,0.029136652131805597,intra
6,83,0.09069468046373112,intra
6,84,0.06622208373346503,intra
6,85,0.06321623335344403,intra
6,86,0.07255675681612732,intra
6,87,0.0737839512901502,intra
6,88,0.06279344000109649,intra
7,8,0.08720858405874013,intra
7,9,0.03688595498554841,intra
7,10,0.07601138359289979,intra
7,11,0.031133700018763102,intra
7,12,0.08717754993346899,intra
7,13,0.03644151772396528,intra
7,14,0.09721097602791848,intra
7,15,0.052521977810000724,intra
7,16,0.10568739660712256,intra
7,17,0.046678855174565916,intra
7,18,0.09964790087379717,intra
7,19,0.026154291548853587,intra
7,20,0.08290105515555385,intra
7,21,0.04122443200121236,intra
7,22,0.08584738525012117,intra
7,23,0.039442888135722,intra
7,24,0.09632819623372316,intra
7,25,0.030257679927475543,intra
7,26,0.08867276382408909,intra
7,27,0.019497384179329457,intra
7,28,0.08706592500049352,intra
7,29,0.026357821901857117,intra
7,30,0.09710705971163465,intra
7,31,0.0845471770837133,intra
7,32,0.08657827718107754,intra
7,33,0.04625677775171243,intra
7,34,0.08274384007585645,intra
7,35,0.03972315192811447,intra
7,36,0.09212097277656611,intra
7,37,0.03737702820250231,intra
7,38,0.08899649096897946,intra
7,39,0.03144715872856207,intra
7,40,0.09752458157093952,intra
7,41,0.033457880354787826,intra
7,42,0.08444473985679045,intra
7,43,0.04135352274206524,intra
7,44,0.08316186758721177,intra
7,45,0.048553836835273124,intra
7,46,0.10151494844684547,intra
7,47,0.026469115050210594,intra
7,48,0.09475328040327675,intra
7,49,0.0512234811324778,intra
7,50,0.11796325124393009,intra
7,51,0.03774730163955524,intra
7,52,0.08919506245626328,intra
7,53,0.0288231725227173,intra
